750
3059
4552
5925
9244
8809
10570
10813
16993
31915

801
1881
4088
5229
10018
7030
9855
12803
17936
29863

649
1742
2918
5890
6507
9631
12901
10735
13941
30798

624
1854
3752
4722
6575
8469
9533
12248
16895
32316

793
2197
3711
5624
7477
10354
11369
13668
19351
30134
