create-mandelbrot-bitmap-native,32
create-mandelbrot-bitmap-native,29
create-mandelbrot-bitmap-native,27
create-mandelbrot-bitmap-native,26
create-mandelbrot-bitmap-native,28

create-mandelbrot-bitmap-native,29
create-mandelbrot-bitmap-native,30
create-mandelbrot-bitmap-native,28
create-mandelbrot-bitmap-native,30
create-mandelbrot-bitmap-native,29

create-mandelbrot-bitmap-native,38
create-mandelbrot-bitmap-native,36
create-mandelbrot-bitmap-native,32
create-mandelbrot-bitmap-native,39
create-mandelbrot-bitmap-native,33

create-mandelbrot-bitmap-native,47
create-mandelbrot-bitmap-native,59
create-mandelbrot-bitmap-native,55
create-mandelbrot-bitmap-native,54
create-mandelbrot-bitmap-native,54

create-mandelbrot-bitmap-native,134
create-mandelbrot-bitmap-native,118
create-mandelbrot-bitmap-native,149
create-mandelbrot-bitmap-native,124
create-mandelbrot-bitmap-native,114

