1736543530.848107370,raspberrypi2,711904.000000000000000,ram,None
1736543530.856776342,raspberrypi1,2308184.000000000000000,ram,None
1736543531.160395406,raspberrypi3,670144.000000000000000,ram,None
1736543531.848011249,raspberrypi2,711904.000000000000000,ram,None
1736543531.863698470,raspberrypi1,2348680.000000000000000,ram,None
1736543532.160700112,raspberrypi3,670144.000000000000000,ram,None
1736543532.848691327,raspberrypi2,710384.000000000000000,ram,None
1736543532.854097393,raspberrypi1,2311272.000000000000000,ram,None
1736543533.160632908,raspberrypi3,670144.000000000000000,ram,None
1736543533.848588593,raspberrypi2,708448.000000000000000,ram,None
1736543533.860036593,raspberrypi1,2329444.000000000000000,ram,None
1736543534.160685858,raspberrypi3,670144.000000000000000,ram,None
1736543534.848039620,raspberrypi2,707556.000000000000000,ram,None
1736543534.860568380,raspberrypi1,2323416.000000000000000,ram,None
1736543535.161344896,raspberrypi3,670136.000000000000000,ram,None
1736543535.848496399,raspberrypi2,707552.000000000000000,ram,None
1736543535.854950122,raspberrypi1,2317328.000000000000000,ram,None
1736543536.160821564,raspberrypi3,670640.000000000000000,ram,None
1736543536.848951012,raspberrypi2,706292.000000000000000,ram,None
1736543536.861833849,raspberrypi1,2335528.000000000000000,ram,None
1736543537.160694854,raspberrypi3,670640.000000000000000,ram,None
1736543537.848616553,raspberrypi2,704832.000000000000000,ram,None
1736543537.859556516,raspberrypi1,2331288.000000000000000,ram,None
1736543538.159900394,raspberrypi3,670640.000000000000000,ram,None
1736543538.847769819,raspberrypi2,705472.000000000000000,ram,None
1736543538.854529726,raspberrypi1,2330560.000000000000000,ram,None
1736543539.160702930,raspberrypi3,677332.000000000000000,ram,None

1736543542.848028742,raspberrypi2,697656.000000000000000,ram,None
1736543542.854708695,raspberrypi1,2333544.000000000000000,ram,None
1736543543.160597813,raspberrypi3,672728.000000000000000,ram,None
1736543543.847752796,raspberrypi2,697364.000000000000000,ram,None
1736543543.859704626,raspberrypi1,2354140.000000000000000,ram,None
1736543544.160702652,raspberrypi3,672476.000000000000000,ram,None
1736543544.847891069,raspberrypi2,697364.000000000000000,ram,None
1736543544.855016068,raspberrypi1,2352488.000000000000000,ram,None
1736543545.159997388,raspberrypi3,672476.000000000000000,ram,None
1736543545.847998694,raspberrypi2,697364.000000000000000,ram,None
1736543545.858995755,raspberrypi1,2381848.000000000000000,ram,None
1736543546.159993641,raspberrypi3,672356.000000000000000,ram,None
1736543546.848631759,raspberrypi2,697364.000000000000000,ram,None
1736543546.854414904,raspberrypi1,2363464.000000000000000,ram,None
1736543547.160010436,raspberrypi3,672608.000000000000000,ram,None
1736543547.848700808,raspberrypi2,697364.000000000000000,ram,None
1736543547.854110852,raspberrypi1,2390964.000000000000000,ram,None
1736543548.159787730,raspberrypi3,672608.000000000000000,ram,None
1736543548.847672195,raspberrypi2,697364.000000000000000,ram,None
1736543548.858526841,raspberrypi1,2343992.000000000000000,ram,None
1736543549.160634474,raspberrypi3,660868.000000000000000,ram,None
1736543549.848758533,raspberrypi2,703800.000000000000000,ram,None
1736543549.854540793,raspberrypi1,2347200.000000000000000,ram,None
1736543550.160620188,raspberrypi3,660864.000000000000000,ram,None
1736543550.847815863,raspberrypi2,703548.000000000000000,ram,None
1736543550.854879840,raspberrypi1,2372884.000000000000000,ram,None
1736543551.160432589,raspberrypi3,661116.000000000000000,ram,None
1736543551.848495090,raspberrypi2,701976.000000000000000,ram,None
1736543551.854672978,raspberrypi1,2343800.000000000000000,ram,None

1736543552.848159007,raspberrypi2,699908.000000000000000,ram,None
1736543552.861237835,raspberrypi1,2371644.000000000000000,ram,None
1736543553.160862419,raspberrypi3,661116.000000000000000,ram,None
1736543553.848415791,raspberrypi2,699948.000000000000000,ram,None
1736543553.854528371,raspberrypi1,2397072.000000000000000,ram,None
1736543554.160330161,raspberrypi3,661116.000000000000000,ram,None
1736543554.848560500,raspberrypi2,699612.000000000000000,ram,None
1736543554.854816238,raspberrypi1,2391448.000000000000000,ram,None
1736543555.160494401,raspberrypi3,661112.000000000000000,ram,None
1736543555.848583523,raspberrypi2,699612.000000000000000,ram,None
1736543555.854063526,raspberrypi1,2395672.000000000000000,ram,None
1736543556.160284177,raspberrypi3,661112.000000000000000,ram,None
1736543556.848714897,raspberrypi2,699612.000000000000000,ram,None
1736543556.854387932,raspberrypi1,2393392.000000000000000,ram,None
1736543557.161628096,raspberrypi3,661112.000000000000000,ram,None
1736543557.847880794,raspberrypi2,699612.000000000000000,ram,None
1736543557.854245115,raspberrypi1,2367852.000000000000000,ram,None
1736543558.161081875,raspberrypi3,661112.000000000000000,ram,None
1736543558.849908915,raspberrypi2,699864.000000000000000,ram,None
1736543558.860917294,raspberrypi1,2395448.000000000000000,ram,None
1736543559.160127097,raspberrypi3,675624.000000000000000,ram,None
1736543559.848303500,raspberrypi2,702456.000000000000000,ram,None
1736543559.868081328,raspberrypi1,2377760.000000000000000,ram,None
1736543560.160443494,raspberrypi3,677896.000000000000000,ram,None
1736543560.848369889,raspberrypi2,699004.000000000000000,ram,None
1736543560.859440142,raspberrypi1,2385408.000000000000000,ram,None
1736543561.160489373,raspberrypi3,677592.000000000000000,ram,None
1736543561.848380334,raspberrypi2,696924.000000000000000,ram,None

1736543562.848302445,raspberrypi2,695596.000000000000000,ram,None
1736543562.863367464,raspberrypi1,2410800.000000000000000,ram,None
1736543563.161296974,raspberrypi3,673752.000000000000000,ram,None
1736543563.848361683,raspberrypi2,695428.000000000000000,ram,None
1736543563.857595461,raspberrypi1,2385960.000000000000000,ram,None
1736543564.160552725,raspberrypi3,672552.000000000000000,ram,None
1736543564.847907794,raspberrypi2,695408.000000000000000,ram,None
1736543564.854757862,raspberrypi1,2400788.000000000000000,ram,None
1736543565.160563421,raspberrypi3,672684.000000000000000,ram,None


