create-mandelbrot-bitmap-wasm,2992
create-mandelbrot-bitmap-wasm,3037
create-mandelbrot-bitmap-wasm,3096
create-mandelbrot-bitmap-wasm,3462
create-mandelbrot-bitmap-wasm,4956

create-mandelbrot-bitmap-wasm,2982
create-mandelbrot-bitmap-wasm,3410
create-mandelbrot-bitmap-wasm,3493
create-mandelbrot-bitmap-wasm,3205
create-mandelbrot-bitmap-wasm,3627

create-mandelbrot-bitmap-wasm,7113
create-mandelbrot-bitmap-wasm,7143
create-mandelbrot-bitmap-wasm,6720
create-mandelbrot-bitmap-wasm,8080
create-mandelbrot-bitmap-wasm,7346

create-mandelbrot-bitmap-wasm,20414
create-mandelbrot-bitmap-wasm,19155
create-mandelbrot-bitmap-wasm,18827
create-mandelbrot-bitmap-wasm,18887
create-mandelbrot-bitmap-wasm,18860

create-mandelbrot-bitmap-wasm,66576
create-mandelbrot-bitmap-wasm,65850
create-mandelbrot-bitmap-wasm,67170
create-mandelbrot-bitmap-wasm,67532
create-mandelbrot-bitmap-wasm,65821

