get-prime-numbers-wasm,2529
get-prime-numbers-wasm,2687
get-prime-numbers-wasm,5964
get-prime-numbers-wasm,2855
get-prime-numbers-wasm,2425

get-prime-numbers-wasm,4114
get-prime-numbers-wasm,4079
get-prime-numbers-wasm,8631
get-prime-numbers-wasm,5016
get-prime-numbers-wasm,7643

get-prime-numbers-wasm,27426
get-prime-numbers-wasm,27345
get-prime-numbers-wasm,27734
get-prime-numbers-wasm,27570
get-prime-numbers-wasm,27593

get-prime-numbers-wasm,88946
get-prime-numbers-wasm,87824
get-prime-numbers-wasm,89154
get-prime-numbers-wasm,89063
get-prime-numbers-wasm,87240

