4841
17381
38226
65065
98207
141881
195376
247732
374632
1529442

4891
17852
13173
17809
24823
22509
33627
46440
72234
251216

1940
4877
11263
14586
23827
31863
42023
53245
67596
256394

1670
5899
10617
14997
23754
33005
48371
52792
123498
1537630

1700
5338
10240
17388
24719
32923
43409
54194
81438
261815

